"Côte d'Ivoire","37","51","22","17","20","14","36","50","21","17","20","14","36","50","21","17","20","13","35","49","20","16","20","13","34","48","19","16","19","12","33","48","18","16","19","12","32","47","17","15","19","11","31","47","17","15","19","11","31","46","16","14","19","10","30","45","15","14","19","10","29","45","14","14","18","9","28","44","14","13","18","9","28","44","13","13","18","8","27","43","12","13","18","8","26","42","12","12","18","8","25","42","11","12","18","7","25","41","10","12","17","7","24","41","10","11","17","6","23","40","9","11","17","6","22","40","9","11","17","6","22","39","8","10","17","5","21","39","8","10","16","5","21","38","7","10","16","5"
"Croatia","","","","","","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","78","88","","96","98","94","77","88","","96","98","94","78","88","","96","98","95","78","88","","97","98","95","78","88","","97","98","95","78","88","","97","98","96","78","88","","97","98","96","78","89","","97","98","96","78","89","","98","98","97","78","89","","98","98","97","78","89","","98","98","97","79","89","","98","99","98","79","89","","98","99","98","79","89","","98","99","98","79","89","","98","99","98","79","89",""
"Cuba","92","92","91","41","37","56","92","92","90","41","37","55","91","92","89","41","37","55","91","91","88","41","37","55","90","91","87","41","37","55","90","91","86","42","38","55","89","90","85","42","38","55","89","90","84","42","38","55","88","90","84","42","38","55","88","89","83","42","38","55","87","89","82","42","38","55","87","89","81","42","39","55","86","88","80","42","39","55","86","88","79","43","39","54","85","87","78","43","39","54","85","87","77","43","39","54","84","87","76","43","39","54","84","86","75","43","39","54","83","86","75","43","40","54","83","86","74","43","40","54","83","86","74","43","39","53","83","86","73","43","39","53","83","86","73","43","39","53"
"Cyprus","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","99","100","99","77","86","","100","100","99","76","86","","100","100","99","76","86","","100","100","99","76","86","","100","100","99","76","86","","100","100","99","76","86","","100","100","99","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86","","100","100","100","76","86",""
"Czechia","99","99","99","90","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","88","","","99","99","99","88","","","99","99","99","88","","","99","99","99","87","","","99","99","99","87","","","99","99","99","87","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","","","99","99","99","86","",""
"Democratic People's Republic of Korea","85","92","73","","","1","85","92","73","","","1","85","92","73","","","1","85","92","73","","","1","84","91","73","","","3","83","90","72","","","5","82","89","72","","","7","82","88","71","","","9","81","87","71","","","11","80","86","70","","","13","79","86","70","","","15","79","85","70","","","17","78","84","69","","","18","77","83","69","","","20","77","82","68","","","22","76","81","68","","","24","75","81","67","","","24","75","81","67","","","24","75","81","67","","","24","75","81","67","","","24","75","81","67","","","24","","","","","","","","","","","",""
"Democratic Republic of the Congo","16","22","11","13","15","11","16","22","11","13","15","11","16","22","11","13","15","11","16","22","12","14","16","12","17","22","12","14","16","12","17","22","13","14","16","13","17","22","14","15","16","14","18","22","14","15","17","14","18","22","15","16","17","15","18","22","16","16","17","15","19","22","16","17","17","16","19","22","17","17","18","17","19","22","18","18","18","17","20","23","18","18","18","18","20","23","19","18","18","19","21","23","19","19","18","19","21","23","20","19","18","20","22","23","21","20","18","21","22","23","21","20","18","21","22","23","22","21","18","22","23","23","23","21","19","22","23","23","23","22","19","23","24","24","24","22","19","24"
"Denmark","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","","","100","100","100","95","","","100","100","100","95","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","",""
"Djibouti","67","79","22","40","45","21","67","79","22","40","45","21","67","79","22","40","45","21","67","79","22","39","45","21","65","78","21","39","44","20","64","77","20","38","43","20","63","75","20","37","42","19","61","74","19","36","41","18","60","72","18","35","40","18","59","71","18","34","39","17","58","70","17","33","39","16","56","68","16","33","38","16","55","67","16","32","37","15","54","65","15","31","36","14","52","64","14","30","35","14","51","62","14","29","34","13","50","61","13","28","33","12","48","59","12","27","32","12","47","58","12","27","31","11","47","58","12","26","31","11","47","58","12","26","31","11","47","58","12","26","31","11","47","58","12","26","31","11"
"Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","80","","","","","","80","","","","","","80","","","","","","80","","","","","","79","","","","","","78","","","","","","77","","","","","","75","","","","","","74","","","","","","73","","","","","","72","","","","","","70","","","","","","69","","","","","","68","","","","","","67","","","","","","65","","","","","","64","","","","",""
"Dominican Republic","89","91","79","43","42","48","88","90","79","44","43","48","88","90","78","44","43","49","87","89","78","44","43","49","87","89","77","45","44","50","86","88","77","45","44","50","86","88","76","46","44","51","85","88","76","46","45","51","85","87","75","47","45","52","84","87","75","47","46","52","84","86","75","48","46","53","83","86","74","48","46","53","83","86","74","48","47","54","82","85","73","49","47","54","81","85","73","49","47","55","81","84","72","50","47","55","80","84","72","50","48","56","80","84","71","51","48","56","79","83","71","51","48","57","79","83","71","52","49","57","78","83","70","52","49","58","77","82","70","53","49","58","77","82","69","52","49","58"
"Ecuador","92","93","91","42","31","61","92","93","89","42","32","60","91","93","87","42","32","59","90","92","86","42","33","59","89","92","84","42","33","58","88","91","82","42","33","57","87","91","81","42","34","56","86","90","79","42","34","55","85","89","77","42","34","54","84","88","76","41","35","53","83","88","74","41","35","52","81","87","72","41","35","52","80","86","71","41","35","51","79","85","69","41","36","50","78","85","68","41","36","49","77","84","66","41","36","48","76","83","64","40","36","47","75","82","63","40","36","46","74","82","61","40","37","46","73","81","60","40","37","45","72","81","58","40","38","44","71","81","57","40","38","43","70","80","55","40","38","43"
"Egypt","98","100","96","67","73","63","98","100","96","67","73","63","98","100","96","67","73","63","97","100","95","66","72","62","97","99","95","65","71","61","97","99","95","65","71","60","96","99","94","64","70","59","96","99","94","63","70","58","96","98","94","62","69","57","95","98","93","62","69","56","95","98","93","61","68","55","95","98","93","60","68","54","94","97","92","59","68","53","94","97","92","58","67","52","94","97","91","58","67","51","93","97","91","57","66","50","93","96","91","56","66","49","93","96","90","55","65","48","92","96","90","55","65","47","92","96","90","54","64","46","92","95","89","54","64","46","92","95","89","54","65","46","91","95","89","54","65","46"
"El Salvador","88","91","77","","17","","87","91","77","","18","","87","91","77","","18","","87","91","77","","18","","87","90","76","","18","","86","90","76","","18","","86","90","76","","18","","86","90","76","","18","","85","90","75","","18","","85","89","75","","18","","84","89","75","","18","","84","89","74","","18","","84","89","74","","18","","83","89","74","","18","","83","89","73","","18","","83","88","73","","18","","82","88","72","","18","","82","88","72","","18","","82","88","72","","18","","81","88","71","","18","","81","87","71","","18","","81","87","71","","18","","81","87","71","","18",""
"Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","70","57","","","","66","70","57","","","","66","70","57","","","","66","70","57","","","","66","70","57","","","","65","69","56","","","","65","69","55","","","","64","69","55","","","","63","68","54","","","","62","68","53","","","","61","67","52","","","","60","67","51","","","","60","67","50","","","","59","66","49","","","","58","66","48","","","","57","65","47","","","","56","65","46","","","","55","64","46","","",""
"Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","22","6","","","","12","22","6","","","","12","22","6","","","","12","22","6","","","","12","22","6","","","","11","22","5","","","","11","23","5","","","","11","23","5","","","","11","24","4","","","","11","24","4","","","","10","25","3","","","","10","25","3","","","","10","26","3","","","","9","26","2","","","","9","26","2","","","","9","27","2","","","","8","27","1","","",""
"Estonia","99","99","99","90","98","","99","99","99","90","98","","99","99","99","90","97","","99","99","99","90","97","","99","99","99","90","97","","99","99","99","90","97","","99","99","99","90","97","","99","99","99","90","96","","99","99","99","90","96","","99","99","99","90","96","","99","99","99","90","96","","99","99","99","91","96","","99","99","99","91","96","","99","99","99","91","96","","99","99","99","91","95","","99","100","99","91","95","","99","100","99","91","95","","100","100","99","91","95","","100","100","99","91","95","","100","100","99","91","95","","100","100","99","91","95","","100","100","99","92","95","","100","100","99","92","95",""
"Eswatini","64","52","69","","","","64","52","69","","","","64","52","69","","","","65","52","69","","","","64","52","67","","","","63","53","66","","","","62","54","64","","","","61","55","63","","","","60","56","61","","","","59","57","60","","","","58","57","59","","","","57","58","57","","","","57","59","56","","","","56","60","54","","","","55","61","53","","","","54","61","52","","","","53","62","51","","","","52","63","49","","","","51","64","48","","","","51","65","47","","","","50","66","45","","","","49","66","44","","","","49","66","44","","",""
"Ethiopia","9","22","6","7","17","4","9","22","6","7","17","4","9","22","5","7","17","4","9","21","5","7","17","4","8","21","5","6","17","4","8","21","5","6","16","4","8","20","5","6","16","4","7","20","4","6","16","3","7","19","4","6","15","3","7","19","4","5","15","3","7","19","4","5","15","3","6","18","4","5","15","3","6","18","3","5","14","3","6","18","3","4","14","2","5","17","3","4","14","2","5","17","3","4","14","2","5","17","2","4","13","2","4","16","2","3","13","2","4","16","2","3","13","1","4","15","2","3","13","1","3","15","1","3","12","1","3","15","1","2","12","1","3","15","1","2","12","0"
"Fiji","93","93","93","49","43","57","93","93","93","49","43","57","94","94","94","49","43","58","94","94","93","49","43","57","93","94","93","49","43","57","93","94","92","49","43","56","93","94","91","48","43","55","93","94","91","48","43","54","92","95","90","48","43","54","92","95","89","47","43","53","92","95","89","47","43","52","92","95","88","47","43","51","91","95","87","46","43","51","91","95","87","46","43","50","91","95","86","46","43","49","90","95","85","45","42","48","90","95","84","45","42","48","90","95","84","45","42","47","89","95","83","44","42","46","88","95","82","43","42","45","88","95","81","43","42","44","88","95","81","43","42","44","88","95","81","43","42","44"
"Finland","99","99","99","90","","","99","99","99","90","","","99","99","99","90","","","99","99","99","90","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","88","","","99","99","99","88","","","99","99","99","88","","","99","99","99","88","","","99","99","99","88","","","99","99","99","88","","","99","99","99","87","","","99","99","99","87","","","99","99","99","87","","","99","99","99","87","","","99","99","99","87","","","99","99","99","87","","","99","99","99","86","",""
"France","99","99","99","90","","","99","99","99","90","","","99","99","99","90","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","","","99","99","99","89","",""
"Gabon","50","51","40","","","","50","51","40","","","","50","51","40","","","","50","51","40","","","","49","51","40","","","","49","50","40","","","","49","50","40","","","","49","50","40","","","","48","50","40","","","","47","48","39","","","","46","47","38","","","","45","46","37","","","","44","45","37","","","","43","44","36","","","","42","43","35","","","","41","42","35","","","","40","41","34","","","","39","40","33","","","","38","39","33","","","","37","38","32","","","","36","37","31","","","","35","36","30","","","","34","35","30","","",""
"Gambia","48","61","24","28","31","23","48","60","26","29","31","24","47","59","27","29","31","26","47","58","29","30","31","27","47","57","31","31","31","29","47","57","32","31","31","31","47","56","34","32","31","32","47","54","35","32","31","34","47","53","37","33","31","35","46","52","39","33","31","37","46","51","40","34","31","38","46","50","42","35","30","40","46","49","43","35","30","41","46","48","45","36","30","43","46","46","46","36","29","45","46","45","48","37","29","46","46","44","50","37","28","48","47","42","51","38","28","49","47","41","53","39","27","51","48","41","54","40","28","52","49","42","56","41","28","54","50","42","57","42","28","55","51","42","59","43","28","57"
"Georgia","86","96","72","24","14","39","86","95","73","25","14","40","86","95","74","25","14","41","87","95","74","26","15","41","87","95","75","27","16","42","87","95","76","28","17","43","87","95","76","29","18","44","87","95","77","30","19","45","87","94","78","31","20","45","87","94","78","32","21","46","87","94","79","32","21","47","88","94","80","33","22","48","88","94","80","34","23","48","88","94","81","35","24","49","88","94","81","36","25","50","88","93","82","37","25","51","88","93","83","38","26","51","89","93","83","39","27","52","89","93","84","39","28","53","89","93","85","40","28","54","89","93","85","41","29","54","90","93","86","42","30","55","90","93","87","43","31","56"
"Germany","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","97","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91","99","99","99","96","98","91"
"Ghana","29","34","21","16","14","18","27","33","20","15","14","17","26","31","19","15","13","16","25","30","18","14","13","15","24","29","17","14","13","15","23","28","16","13","12","14","22","27","15","12","12","13","20","26","14","12","12","12","19","25","13","11","11","11","18","24","12","11","11","10","17","23","11","10","10","9","16","22","10","9","10","9","15","21","9","9","10","8","14","20","8","8","9","7","13","19","7","8","9","6","12","18","7","7","8","6","11","17","6","6","8","5","10","16","5","6","8","4","9","15","4","5","7","4","8","13","4","5","7","3","7","13","3","4","6","2","6","12","2","4","6","2","6","11","2","4","6","2"
"Greece","99","99","98","92","97","","99","99","98","92","97","","99","99","98","91","97","","99","99","98","91","96","","99","99","98","90","96","","99","99","98","89","95","","99","99","98","88","94","","99","99","98","88","94","","99","99","98","87","93","","99","99","98","86","93","","99","99","98","86","92","","99","99","97","85","91","","99","99","97","84","91","","98","99","97","83","90","","98","99","97","83","90","","98","99","96","82","89","","98","99","96","81","89","","98","99","96","81","88","","98","99","96","80","88","","98","99","96","79","87","","98","99","95","78","86","","98","99","95","78","86","","98","99","95","77","85",""
"Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","","","","","","91","","","","","","91","","","","","","91","","","","","","91","","","","","","92","","","","","","92","","","","","","92","","","","","","92","","","","","","92","","","","","","92","","","","","","91","","","","","","91","","","","","","91","","","","","","91","","","","","","90","","","","","","90","","","","","","90","","","","",""
"Guatemala","70","80","58","","","","69","80","57","","","","69","80","56","","","","68","80","56","","","","68","80","55","","","","68","80","55","","","","67","80","54","","","","67","80","54","","","","67","80","53","","","","66","80","53","","","","66","80","52","","","","66","80","52","","","","65","80","51","","","","65","80","51","","","","65","80","50","","","","64","80","50","","","","64","80","49","","","","63","80","49","","","","63","80","48","","","","63","80","48","","","","62","80","47","","","","62","80","46","","","","61","80","46","","",""
"Guinea","31","47","22","","","","30","46","21","","","","29","44","20","","","","28","43","19","","","","26","42","18","","","","25","40","17","","","","24","39","16","","","","23","38","15","","","","22","37","14","","","","21","35","13","","","","20","34","12","","","","19","33","12","","","","18","32","11","","","","17","31","10","","","","16","29","9","","","","15","28","8","","","","14","27","8","","","","13","26","7","","","","12","25","6","","","","11","24","5","","","","11","23","5","","","","10","22","4","","","","9","22","4","","",""
"Guinea-Bissau","28","42","16","15","21","11","28","42","16","15","21","11","26","40","15","15","20","10","25","39","14","14","19","9","24","37","13","13","19","9","22","35","12","12","18","8","21","34","11","11","17","7","20","32","11","11","16","7","18","31","10","10","15","6","17","29","9","9","14","6","16","28","8","9","14","5","15","26","7","8","13","4","13","25","6","7","12","4","12","23","5","6","11","3","11","22","4","6","10","3","10","20","3","5","10","2","9","19","2","4","9","1","8","18","2","4","8","1","7","16","1","3","8","0","6","15","0","","7","","5","14","0","","6","","5","13","0","","6","","4","11","0","","5",""
"Guyana","91","93","90","44","34","48","90","93","89","45","35","49","90","92","89","45","35","49","89","92","88","46","35","50","89","92","87","46","36","50","88","91","87","47","36","51","87","91","86","47","37","51","87","90","85","48","37","52","86","90","85","48","37","52","85","89","84","49","38","53","85","89","83","50","38","54","84","89","83","50","39","54","84","88","82","51","39","55","83","88","81","51","39","55","83","87","81","51","40","56","82","87","80","52","40","56","81","87","79","52","41","57","81","86","79","53","41","57","80","86","78","53","41","58","80","85","77","54","42","59","79","85","77","54","42","59","79","85","76","55","43","60","78","85","75","55","43","60"
"Haiti","37","46","25","","","","37","46","25","","","","37","46","25","","","","37","46","25","","","","36","45","25","","","","35","44","24","","","","34","43","23","","","","33","42","22","","","","31","41","22","","","","30","40","21","","","","29","39","20","","","","28","38","19","","","","27","37","18","","","","26","36","18","","","","25","35","17","","","","24","34","16","","","","23","33","15","","","","22","32","15","","","","21","31","14","","","","20","30","13","","","","19","29","12","","","","18","29","11","","","","17","28","11","","",""
"Honduras","84","88","79","53","40","71","84","87","78","52","40","69","83","87","77","52","40","68","82","86","76","52","40","67","81","86","75","51","40","67","80","85","74","51","40","66","79","85","73","51","40","65","79","84","72","51","40","64","78","84","70","50","40","63","77","83","69","50","40","62","76","83","68","49","40","61","75","82","67","49","40","60","74","82","66","49","40","59","73","81","65","48","39","58","72","81","64","48","39","57","71","80","62","47","39","55","70","79","61","47","39","54","69","79","60","46","39","53","68","78","59","46","39","52","67","78","58","45","39","51","66","77","57","45","39","50","65","77","55","44","38","49","64","76","54","44","38","48"
"Hungary","98","98","99","88","91","81","98","98","99","88","91","81","98","98","99","88","91","81","98","98","99","88","91","81","98","98","99","88","91","81","98","98","99","87","90","79","98","98","99","85","88","77","98","98","99","83","86","75","98","98","99","81","84","74","98","98","99","80","82","73","98","98","99","78","81","72","98","98","99","76","79","70","98","98","99","75","77","69","98","98","99","73","76","68","98","98","99","72","74","67","98","98","99","70","72","66","98","98","99","69","71","65","98","98","99","67","69","64","98","98","99","66","68","63","98","98","99","65","66","63","98","98","99","65","66","63","98","98","99","65","67","63","98","98","99","66","67","64"
"Iceland","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","","","99","99","100","","",""
"India","78","85","75","52","43","57","75","83","71","50","42","55","73","81","68","48","40","52","70","79","65","46","39","49","67","77","61","44","38","46","64","75","58","41","37","44","61","74","55","39","36","41","58","72","51","37","35","38","55","70","47","35","34","35","52","68","44","32","33","32","49","67","40","30","32","29","46","65","37","28","31","27","43","63","34","26","30","24","40","62","30","23","29","21","37","60","27","21","28","18","34","58","23","19","27","16","31","57","20","17","26","13","28","55","17","15","25","10","25","53","14","13","25","8","22","52","11","10","24","5","20","50","7","9","23","3","17","49","4","7","22","2","14","48","1","6","21","0"
"Indonesia","88","91","84","","","","87","91","81","","","","84","89","78","","","","82","88","75","","","","80","86","72","","","","78","85","69","","","","75","83","66","","","","73","82","63","","","","71","80","60","","","","68","79","57","","","","66","78","54","","","","64","76","52","","","","62","75","49","","","","60","73","46","","","","57","72","44","","","","55","71","41","","","","53","69","39","","","","51","68","36","","","","49","67","34","","","","47","65","31","","","","44","64","29","","","","42","63","27","","","","40","62","25","","",""
"Iran (Islamic Republic of)","90","93","82","","76","","90","93","82","","77","","90","93","82","","77","","90","93","82","","78","","90","93","80","","78","","89","93","79","","79","","89","92","78","","79","","88","92","77","","79","","88","92","76","","80","","87","92","75","","80","","86","91","74","","80","","86","91","73","","81","","85","91","72","","81","","85","90","71","","81","","84","90","70","","82","","83","90","69","","82","","83","89","68","","82","","82","89","67","","82","","81","89","66","","83","","80","89","65","","82","","80","88","63","","82","","79","88","62","","82","","78","88","61","","82",""
"Iraq","98","99","98","53","55","48","98","99","98","52","54","48","98","99","98","51","53","48","98","99","96","50","51","46","97","98","93","48","50","44","95","97","91","46","47","42","94","96","88","44","45","40","92","94","86","42","43","38","90","93","83","40","41","37","88","91","81","38","39","36","86","90","79","36","37","35","85","88","76","35","36","34","83","87","74","34","35","33","81","86","72","33","34","32","80","84","69","33","33","32","78","83","67","32","32","31","76","81","65","31","31","31","74","80","63","30","30","31","73","78","61","30","29","30","72","78","59","29","29","29","72","78","58","28","28","27","71","78","56","27","27","25","71","78","55","26","27","23"
"Ireland","89","87","94","80","85","71","89","87","94","80","85","71","89","87","94","80","85","71","89","87","94","79","84","71","89","87","94","79","84","71","89","87","94","79","84","71","89","87","94","79","84","71","90","87","93","78","82","71","90","87","93","76","79","70","90","87","93","74","77","70","90","88","93","73","75","69","90","88","93","71","72","69","90","88","93","69","70","68","90","88","93","68","68","68","90","88","93","66","65","68","90","88","93","65","63","67","90","88","93","63","61","67","90","88","93","62","59","66","90","88","93","60","56","66","90","89","93","59","54","66","90","89","93","57","52","65","90","89","93","56","50","65","91","89","93","55","48","65"
"Israel","100","100","99","96","96","94","100","100","99","95","96","93","100","100","99","95","95","92","100","100","99","94","94","92","100","100","99","93","93","91","100","100","99","93","93","90","100","100","99","92","92","90","100","100","100","91","91","89","100","100","100","90","90","88","100","100","100","90","90","88","100","100","100","89","89","87","100","100","100","88","88","86","100","100","100","87","88","86","100","100","100","87","87","85","100","100","100","86","86","84","100","100","100","85","85","84","100","100","100","84","85","83","100","100","100","84","84","82","100","100","100","83","83","82","100","100","100","82","82","81","100","100","100","82","82","80","100","100","100","81","81","79","100","100","100","80","80","79"
"Italy","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78","100","100","100","79","79","78"
"Jamaica","87","83","91","","","","87","83","91","","","","87","83","91","","","","87","83","91","","","","86","83","91","","","","86","83","90","","","","86","83","89","","","","86","83","89","","","","86","83","88","","","","85","83","88","","","","85","83","87","","","","85","83","87","","","","85","83","86","","","","84","84","86","","","","84","84","85","","","","84","84","84","","","","84","84","84","","","","84","84","83","","","","83","84","83","","","","83","84","82","","","","83","84","82","","","","83","84","82","","","","83","84","82","","",""
"Japan","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","98","","","100","","","98","","","100","","","98","","","100","","","98","","","100","","","98","","","100","","","98","","","100","","","98","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","96","",""
"Jordan","97","97","95","82","84","","97","97","95","82","84","","97","97","95","82","84","","97","97","96","82","84","","97","97","96","82","84","","97","98","96","82","84","","97","98","96","82","84","","98","98","96","81","84","","98","98","96","81","84","","98","98","97","81","84","","98","98","97","80","84","","98","98","97","80","84","","98","98","97","79","84","","98","98","97","79","84","","98","98","97","78","84","","98","98","98","78","84","","98","98","98","77","84","","98","99","98","77","83","","98","99","98","76","83","","99","99","98","76","83","","99","99","98","76","83","","99","99","98","76","83","","99","99","98","76","83",""
"Kazakhstan","98","97","99","","84","","98","97","99","","84","","98","97","99","","84","","98","97","99","","85","","98","97","99","","85","","98","97","99","","85","","98","97","99","","85","","98","97","99","","85","","98","97","99","","86","","98","97","98","","86","","98","97","98","","86","","97","97","98","","87","","97","97","98","","87","","97","97","98","","87","","97","97","98","","88","","97","97","98","","88","","97","97","98","","88","","97","97","97","","89","","97","97","97","","89","","97","97","97","","89","","97","97","97","","90","","97","97","97","","90","","97","97","97","","90",""
"Kenya","37","40","35","31","28","33","36","39","35","31","28","33","36","39","34","31","27","32","35","38","34","31","27","32","35","38","34","30","27","32","34","37","33","30","26","31","34","37","33","30","26","31","34","36","33","29","26","31","33","36","32","29","25","30","33","36","32","29","25","30","33","35","32","28","25","30","32","35","31","28","24","29","32","34","31","28","24","29","31","34","31","27","24","29","31","33","30","27","24","28","31","33","30","27","23","28","30","32","30","26","23","28","30","32","29","26","22","27","29","32","29","26","22","27","29","31","29","25","21","27","29","31","28","25","21","26","28","30","28","25","21","26","28","30","28","24","20","26"
"Kiribati","45","48","41","25","25","25","45","48","40","24","24","25","44","48","39","24","24","24","44","48","39","24","25","24","44","49","38","24","25","23","43","49","37","24","25","23","43","49","36","24","25","22","43","50","35","23","25","22","42","50","34","23","25","21","42","50","33","23","25","21","41","51","32","23","25","21","41","51","32","22","25","20","40","51","31","22","25","20","40","51","30","22","25","19","39","51","29","22","25","19","39","52","28","21","25","18","38","51","27","21","25","18","37","51","26","20","24","17","36","50","25","20","24","17","35","50","24","19","24","16","34","49","23","18","23","15","34","49","22","18","23","14","33","48","21","17","22","13"
"Kuwait","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Kyrgyzstan","98","95","100","93","86","96","98","95","100","93","86","96","98","95","100","93","86","96","98","95","99","92","85","96","98","95","99","92","85","96","98","95","99","92","84","96","97","94","99","92","84","96","97","94","99","91","84","96","97","94","98","91","83","95","96","94","98","91","83","95","96","94","97","90","82","94","96","94","97","90","82","94","95","93","96","89","81","93","95","93","96","89","81","93","95","93","95","88","81","93","94","93","95","88","80","92","94","93","94","87","80","92","93","93","94","87","79","91","93","92","94","86","79","91","93","92","93","86","78","90","93","92","93","86","78","90","92","92","92","85","78","89","92","92","92","85","78","89"
"Lao People's Democratic Republic","80","98","69","61","63","60","79","98","69","61","63","60","79","98","69","61","63","60","79","98","69","61","63","60","77","97","66","60","63","58","74","95","63","58","62","55","72","94","61","56","61","53","69","92","58","54","60","51","67","90","56","52","59","48","64","88","53","50","58","46","62","87","50","48","57","44","59","85","48","46","56","41","56","83","45","44","55","39","54","82","42","42","54","37","51","80","40","40","54","34","49","78","37","38","53","32","46","76","34","36","52","30","43","75","31","34","51","27","40","73","29","31","50","25","37","72","26","29","49","22","34","70","23","27","48","20","31","69","20","24","47","18","28","67","17","22","46","15"
"Latvia","","","","","","","92","96","84","85","","","92","96","84","85","","","92","96","84","84","","","92","96","84","82","","","92","96","84","81","","","92","96","83","80","","","92","96","83","79","","","91","95","82","77","","","91","95","81","76","","","91","95","80","75","","","90","95","80","74","","","90","95","79","73","","","90","95","78","72","","","90","95","78","71","","","89","95","77","69","","","89","95","76","68","","","89","95","76","67","","","89","95","75","67","","","88","95","74","67","","","88","95","73","67","","","88","95","73","67","","","88","95","73","67","",""
"Lebanon","99","","","26","","","99","","","26","","","99","","","26","","","99","","","26","","","98","","","26","","","97","","","25","","","95","","","25","","","94","","","24","","","93","","","24","","","91","","","23","","","90","","","23","","","89","","","22","","","87","","","22","","","86","","","21","","","85","","","21","","","83","","","20","","","82","","","20","","","81","","","19","","","80","","","19","","","78","","","18","","","77","","","18","","","77","","","18","","","77","","","18","",""
