"Lesotho","50","47","52","48","39","51","50","47","52","48","39","51","50","47","52","48","39","51","48","46","49","46","38","49","47","45","47","44","37","47","45","44","45","42","36","44","43","42","43","40","35","42","41","41","40","38","34","40","39","40","38","36","33","38","37","39","36","35","32","35","35","37","34","33","31","33","33","36","31","31","30","31","30","35","29","29","28","29","28","33","27","27","27","26","26","32","24","24","26","24","24","31","22","22","25","22","22","29","20","20","24","19","20","28","17","18","23","17","17","27","15","16","22","14","15","25","12","14","20","12","13","24","10","12","19","10","10","23","7","9","18","7","8","21","5","7","17","5"
"Liberia","23","34","9","","","","22","34","9","","","","21","33","8","","","","21","33","8","","","","20","32","8","","","","20","32","7","","","","19","31","7","","","","19","30","7","","","","18","30","6","","","","17","29","6","","","","17","29","6","","","","16","28","5","","","","16","28","5","","","","15","27","5","","","","15","27","4","","","","15","26","4","","","","14","26","4","","","","14","25","4","","","","13","25","4","","","","13","24","3","","","","13","24","3","","","","12","23","3","","","","12","23","3","","",""
"Libya","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","24","","","92","","","25","","","92","","","25","","","91","","","25","","","91","","","25","","","91","","","25","","","91","","","26","","","91","","","26","","","91","","","26","","","91","","","26","","","91","","","27","","","91","","","27","","","90","","","27","","","90","","","27","",""
"Lithuania","95","98","91","95","98","91","95","97","89","95","97","89","94","97","88","94","97","88","94","97","87","94","97","87","93","97","86","93","97","86","93","97","85","92","96","84","92","96","84","91","95","83","92","96","82","90","94","81","91","96","81","89","94","79","91","96","80","88","93","78","90","96","79","87","92","76","90","95","78","86","91","74","89","95","77","84","90","73","89","95","76","84","90","72","88","95","74","84","90","71","88","95","73","83","90","70","87","95","72","83","90","69","87","94","71","82","90","68","86","94","70","82","89","67","86","94","69","82","89","66","85","94","68","81","89","65","85","94","67","81","89","64","85","94","66","80","89","63"
"Luxembourg","98","97","99","96","96","88","98","97","99","95","96","88","98","97","99","95","96","88","98","97","99","95","96","88","98","97","99","94","95","87","98","97","99","94","95","87","98","97","99","94","95","87","98","97","99","94","94","87","98","97","99","93","94","86","98","97","99","93","94","86","98","97","99","93","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","97","99","92","93","86","98","98","99","92","93","86","98","98","99","92","93","86","98","98","99","92","93","86","98","98","99","92","93","86"
"Madagascar","15","22","10","12","16","10","14","21","10","12","16","9","14","20","9","11","15","9","13","20","9","11","15","9","13","19","9","11","15","8","12","19","8","10","14","8","12","18","8","10","14","8","11","18","8","9","13","7","11","17","7","9","13","7","10","16","7","9","13","6","10","16","6","8","12","6","9","15","6","8","12","6","9","15","6","7","11","5","8","14","5","7","11","5","8","14","5","6","10","5","7","13","5","6","10","4","7","12","4","6","10","4","6","12","4","5","9","4","6","11","3","5","9","3","5","11","3","4","8","3","5","10","3","4","8","2","4","10","2","4","8","2","4","9","2","3","7","2"
"Malawi","49","48","50","46","41","47","47","47","47","44","40","45","45","45","45","42","39","43","43","44","43","40","37","41","41","43","40","38","36","38","38","42","38","36","35","36","36","40","35","34","34","34","34","39","33","32","32","31","32","38","31","30","31","29","30","36","28","27","30","27","27","35","26","25","29","25","25","34","24","23","27","22","23","32","21","21","26","20","21","31","19","19","25","18","18","30","16","17","23","15","16","28","14","14","22","13","14","27","12","12","21","11","12","25","9","10","20","8","9","24","7","8","18","6","9","24","7","8","18","6","9","24","7","8","18","6","9","24","7","8","18","6","9","24","7","8","18","6"
"Malaysia","96","96","96","86","","","96","96","96","85","","","96","96","96","85","","","96","96","95","84","","","96","96","95","83","","","96","96","95","82","","","96","96","95","82","","","95","96","94","81","","","95","96","94","81","","","95","96","94","80","","","95","96","94","80","","","95","95","93","79","","","95","95","93","79","","","95","95","93","78","","","94","95","93","78","","","94","95","92","77","","","94","95","92","77","","","94","95","92","77","","","94","95","92","77","","","94","95","91","77","","","93","95","91","76","","","93","95","91","76","","","93","95","91","76","",""
"Maldives","100","100","100","","","","100","100","100","","","","99","100","99","","","","98","100","97","","","","97","100","96","","","","96","99","94","","","","95","99","92","","","","94","99","91","","","","93","98","89","","","","92","98","88","","","","90","97","86","","","","89","97","85","","","","88","96","83","","","","87","96","81","","","","85","95","80","","","","84","95","78","","","","83","94","77","","","","82","94","75","","","","80","94","74","","","","79","93","72","","","","78","93","71","","","","76","93","70","","","","75","93","68","","",""
"Mali","50","60","42","16","8","23","48","59","40","15","7","22","47","57","38","15","7","21","45","56","36","14","7","20","43","55","34","14","7","19","41","54","33","13","7","18","40","52","31","13","7","17","38","51","29","12","7","16","36","50","27","12","7","15","35","49","26","11","7","14","33","47","24","11","7","13","31","46","23","10","7","12","30","45","21","10","6","11","28","44","20","9","6","11","27","43","18","9","6","10","25","42","17","8","6","9","24","40","15","8","6","8","22","39","14","7","6","8","21","38","13","7","6","7","19","37","12","6","6","6","18","36","10","6","6","6","17","35","9","5","6","5","15","34","8","5","5","4"
"Malta","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","89","","","100","100","100","90","","","100","100","100","91","","","100","100","100","92","","","100","100","100","92","","","100","100","100","93","","","100","100","100","94","","","100","100","100","95","","","100","100","100","96","","","100","100","100","97","","","100","100","100","98","","","100","100","100","98","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","",""
"Marshall Islands","81","87","62","","","","81","87","62","","","","81","87","61","","","","81","87","61","","","","82","88","61","","","","82","89","62","","","","83","89","62","","","","83","90","62","","","","84","91","63","","","","84","91","63","","","","85","92","63","","","","85","93","63","","","","85","93","64","","","","86","94","64","","","","86","95","64","","","","87","95","64","","","","87","96","64","","","","87","96","64","","","","86","96","64","","","","86","96","64","","","","86","96","64","","","","86","96","64","","","","","","","","",""
"Mauritania","56","79","25","","","","54","77","24","","","","52","75","23","","","","50","72","22","","","","48","70","21","","","","46","68","21","","","","44","66","20","","","","42","63","19","","","","40","61","18","","","","38","59","17","","","","36","57","16","","","","34","55","15","","","","32","53","14","","","","31","51","14","","","","29","49","13","","","","27","47","12","","","","26","45","11","","","","24","44","10","","","","23","42","9","","","","22","41","9","","","","20","40","8","","","","19","39","7","","","","18","37","6","","",""
"Mauritius","","96","","","","","","96","","","","","","96","","","","","","96","","","","","","96","","","","","95","96","95","","","","95","96","95","","","","95","96","95","","","","95","96","95","","","","95","96","95","","","","95","96","95","","","","95","95","94","","","","94","95","94","","","","94","95","93","","","","93","95","93","","","","93","94","92","","","","93","94","92","","","","92","94","91","","","","92","93","91","","","","91","93","90","","","","91","93","89","","","","90","93","89","","","","90","92","88","","",""
"Mexico","93","94","88","63","65","","92","93","86","60","63","","91","93","85","58","60","","91","93","83","55","57","","90","92","82","53","55","","90","92","81","50","52","","89","91","79","48","50","","88","91","78","45","47","","88","91","76","43","45","","87","90","75","41","43","","86","90","73","39","40","","86","90","72","36","38","","85","89","70","34","35","","84","89","69","32","33","","84","88","67","30","31","","83","88","66","28","29","","82","88","64","26","26","","81","87","63","24","24","","81","87","61","22","22","","80","87","60","20","20","","79","86","58","18","18","","79","86","57","18","18","","78","85","55","18","18",""
"Micronesia (Federated States of)","","","","","","","","","","","","","90","","","","","","90","","","","","","90","","","","","","90","","","","","","90","","","","","","86","","","","","","82","","","","","","78","","","","","","74","","","","","","70","","","","","","66","","","","","","62","","","","","","58","","","","","","54","","","","","","50","","","","","","45","","","","","","41","","","","","","37","","","","","","33","","","","","","29","","","","","","25","","","","",""
"Monaco","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Mongolia","70","76","57","66","70","56","70","76","56","66","70","55","69","76","55","65","70","54","68","75","53","64","69","52","67","74","51","63","69","50","65","73","49","62","68","48","64","72","47","60","67","46","63","71","45","59","66","45","62","70","43","58","65","43","60","69","41","57","64","41","59","68","40","56","64","39","58","67","38","55","63","38","57","66","36","53","62","36","55","66","35","52","61","34","54","65","33","51","60","33","52","64","31","49","60","31","51","63","30","48","59","30","49","62","28","47","58","28","48","61","27","45","57","27","46","60","26","44","56","25","46","60","25","43","56","24","45","60","24","43","56","24","44","60","23","42","56","23"
"Montenegro","98","100","94","57","64","43","98","100","94","55","62","42","98","100","94","53","59","42","98","99","94","52","57","41","97","99","93","50","55","41","97","99","93","48","52","40","96","98","92","46","49","40","96","98","92","44","46","39","95","97","91","42","43","38","94","96","91","40","41","38","94","96","90","37","38","37","93","95","90","35","35","36","93","95","89","33","32","35","92","94","89","31","29","34","92","94","89","29","26","33","91","93","88","26","23","32","91","92","88","24","20","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morocco","88","96","71","61","34","","87","96","71","61","34","","87","96","71","61","34","","86","96","70","60","34","","85","95","69","59","34","","84","94","68","59","34","","84","94","67","58","34","","83","93","66","58","34","","82","93","65","57","34","","81","92","64","57","33","","80","91","63","56","33","","79","91","62","56","33","","78","90","61","55","33","","77","89","60","55","33","","76","89","59","54","33","","75","88","58","53","33","","74","87","57","53","33","","73","87","56","52","33","","72","86","55","52","32","","71","86","54","51","32","","70","85","52","50","32","","69","84","50","49","32","","68","84","49","49","32",""
"Mozambique","37","61","23","","","21","36","60","22","","","20","35","59","21","","","19","33","57","20","","","18","32","56","19","","","17","31","54","17","","","16","29","53","16","","","15","28","52","15","","","14","26","50","14","","","13","25","49","13","","","12","24","47","12","","","11","23","46","11","","","11","21","45","10","","","10","20","43","9","","","9","19","42","9","","","8","18","40","8","","","7","17","39","7","","","6","15","38","6","","","5","14","36","5","","","5","13","35","4","","","4","12","34","3","","","3","11","32","3","","","2","10","31","2","","","2"
"Myanmar","74","79","72","61","53","64","74","79","72","61","53","64","74","79","71","61","53","64","73","79","70","61","54","64","73","80","70","61","55","63","72","80","69","61","56","63","72","80","68","61","56","63","71","80","68","61","57","63","71","80","67","61","58","62","70","80","66","61","59","62","70","80","66","61","59","62","69","80","65","61","60","61","69","80","64","61","61","61","68","80","64","61","62","61","68","80","63","61","62","61","67","80","62","61","63","60","67","80","62","60","64","59","66","80","61","60","64","59","66","80","60","60","65","58","65","80","60","60","65","57","65","79","59","59","66","57","64","79","58","59","67","56","63","79","58","58","66","55"
"Namibia","36","50","20","","","","36","50","20","","","","35","50","20","","","","35","50","20","","","","35","50","19","","","","34","51","19","","","","34","51","19","","","","34","52","18","","","","34","52","18","","","","33","53","17","","","","33","53","17","","","","33","54","17","","","","32","54","16","","","","32","55","16","","","","31","55","16","","","","31","56","15","","","","31","56","15","","","","30","57","15","","","","30","57","14","","","","29","58","14","","","","29","58","14","","","","28","59","13","","","","28","59","13","","",""
"Nauru","","","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","","","66","66","","","",""
"Nepal","80","79","81","51","45","52","80","79","81","51","45","52","77","76","77","48","43","50","73","74","73","46","41","47","69","71","69","44","40","45","66","69","65","41","38","42","62","66","61","39","37","40","59","64","57","37","35","38","55","61","54","35","34","35","52","59","50","33","33","33","48","57","47","31","31","31","45","55","43","29","30","29","42","52","40","27","28","27","39","50","37","25","27","25","36","48","34","23","26","23","33","46","31","21","25","21","30","44","28","20","23","19","27","42","25","18","22","17","24","40","22","16","21","15","22","38","19","14","20","14","19","36","16","13","19","12","17","34","14","11","18","10","14","32","11","9","17","8"
"Netherlands","98","98","100","97","98","97","98","98","100","97","98","97","98","98","100","97","98","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97","98","98","100","97","97","97"
"New Zealand","100","100","100","89","","","100","100","100","89","","","100","100","100","89","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","88","","","100","100","100","87","","","100","100","100","86","","","100","100","100","86","","","100","100","100","85","","","100","100","100","85","","","100","100","100","84","","","100","100","100","83","","","100","100","100","83","","","100","100","100","82","","","100","100","100","82","","","100","100","100","81","","","100","100","100","80","",""
"Nicaragua","","","","","","","","","","","","","73","81","61","","","","73","81","61","","","","73","81","61","","","","73","81","61","","","","73","81","61","","","","72","81","60","","","","71","80","59","","","","70","79","57","","","","69","78","56","","","","68","77","55","","","","67","77","54","","","","66","76","53","","","","65","75","52","","","","64","74","51","","","","63","74","49","","","","62","73","48","","","","61","72","47","","","","60","71","46","","","","59","70","45","","","","58","70","44","","","","57","69","43","","",""
"Niger","16","53","9","8","21","6","16","52","9","8","20","5","15","50","8","8","20","5","15","49","8","7","19","5","14","47","8","7","19","5","14","46","8","7","18","5","13","44","7","7","18","5","13","43","7","7","17","4","12","41","7","6","17","4","12","40","6","6","17","4","11","38","6","6","16","4","11","37","6","6","16","4","10","36","6","5","15","4","10","34","5","5","15","3","9","33","5","5","14","3","9","32","5","5","14","3","8","30","4","4","13","3","8","29","4","4","13","2","7","28","4","4","13","2","7","27","3","4","12","2","7","26","3","3","12","2","6","25","2","3","12","1","6","24","2","3","11","1"
"Nigeria","47","58","34","32","37","27","45","56","34","31","36","26","44","55","33","31","35","26","43","53","33","30","34","26","42","52","33","29","33","26","41","50","33","29","32","26","40","49","32","28","31","25","39","47","32","27","30","25","38","46","32","27","29","25","37","44","31","26","28","25","36","43","31","26","27","25","36","42","31","25","26","24","35","40","30","25","26","24","34","39","30","24","25","24","33","37","30","24","24","24","32","36","30","23","23","23","32","35","29","23","22","23","31","34","29","22","21","23","30","32","29","22","21","23","29","31","28","21","20","23","29","30","28","21","19","22","28","28","28","21","18","22","28","28","28","21","18","22"
"Niue","97","","","","","","97","","","","","","97","","","","","","98","","","","","","98","","","","","","98","","","","","","98","","","","","","98","","","","","","98","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","",""
"Norway","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","78","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","","","98","98","98","77","",""
"occupied Palestinian territory, including east Jerusalem","99","100","99","70","75","55","99","99","99","69","73","52","99","99","98","67","72","50","98","98","98","65","71","47","98","98","97","64","70","45","97","98","96","62","69","42","97","97","96","61","68","40","96","97","95","59","66","37","96","96","94","58","65","35","95","96","94","56","64","32","95","95","93","55","63","30","94","95","92","53","62","28","94","95","92","52","61","25","93","94","91","50","60","23","93","94","90","49","59","21","92","93","90","47","57","19","92","93","89","46","56","16","91","93","88","45","56","14","91","92","88","44","56","14","90","92","87","44","56","14","90","92","87","44","56","14","90","92","87","44","56","14","90","92","87","44","56","14"
"Oman","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","99","","","","99","99","98","","","","98","99","96","","","","98","99","95","","","","97","98","93","","","","96","98","92","","","","95","97","90","","","","95","97","89","","","","94","96","87","","","","93","96","86","","","","92","95","84","","","","91","95","83","","","","91","94","81","","","","90","94","80","","","","89","94","78","","","","89","94","78","","",""
"Pakistan","71","82","63","","","40","69","81","61","","","39","67","81","59","","","37","65","80","57","","","35","64","79","55","","","33","62","78","53","","","32","60","77","50","","","30","58","77","48","","","28","57","76","46","","","27","55","75","44","","","25","53","74","42","","","23","51","73","39","","","21","50","72","37","","","20","48","72","35","","","18","46","71","33","","","16","44","70","30","","","14","42","69","28","","","13","40","68","26","","","11","38","68","24","","","10","37","67","21","","","9","35","66","19","","","8","33","65","17","","","7","31","64","14","","","6"
"Palau","99","99","98","","","","99","99","98","","","","99","99","97","","","","98","99","96","","","","98","99","95","","","","98","99","95","","","","98","98","94","","","","97","98","93","","","","97","98","93","","","","97","98","92","","","","96","98","91","","","","96","98","90","","","","96","98","90","","","","95","98","89","","","","95","97","88","","","","95","97","87","","","","94","97","87","","","","94","97","86","","","","94","97","85","","","","93","97","84","","","","93","97","84","","","","93","97","83","","","","92","97","82","","",""
"Panama","86","95","66","","50","","86","95","66","","50","","85","93","65","","46","","83","92","64","","43","","82","91","63","","39","","81","90","62","","36","","80","89","61","","32","","79","88","60","","29","","78","87","59","","25","","76","86","58","","22","","75","85","57","","19","","74","84","56","","15","","73","83","55","","12","","72","82","54","","12","","71","81","53","","12","","70","80","52","","12","","69","79","50","","12","","67","78","49","","12","","66","77","48","","12","","65","76","47","","12","","64","75","46","","12","","63","74","45","","11","","62","73","45","","11",""
"Papua New Guinea","19","49","15","","28","","19","49","15","","28","","19","49","15","","28","","19","49","15","","28","","19","50","14","","29","","19","50","14","","29","","19","51","14","","29","","19","52","14","","29","","19","52","14","","29","","19","53","14","","29","","19","53","14","","30","","19","54","13","","30","","19","54","13","","30","","19","55","13","","30","","19","56","13","","30","","18","56","13","","30","","18","56","13","","31","","18","57","12","","31","","18","57","12","","32","","18","57","12","","32","","18","57","12","","32","","18","57","12","","32","","18","57","12","","32",""
"Paraguay","95","96","93","55","53","59","94","95","91","55","53","58","93","95","89","54","53","57","92","95","87","54","53","56","91","94","85","53","53","54","90","94","83","53","53","53","89","93","81","52","52","52","88","93","80","52","52","51","86","92","78","51","52","50","85","92","76","51","52","48","84","91","74","50","52","47","83","91","72","49","52","46","82","90","70","49","52","45","81","90","69","48","52","44","80","89","67","48","51","42","79","89","65","47","51","41","78","88","63","46","51","40","77","88","61","46","51","39","75","87","59","45","51","38","74","87","57","45","51","36","73","86","55","44","51","35","72","86","54","43","50","34","70","85","52","42","50","33"
"Peru","78","83","60","58","62","","78","83","59","55","59","","77","83","58","53","56","","77","82","56","50","54","","76","82","55","48","51","","76","82","54","45","49","","75","81","52","43","46","","74","81","51","41","44","","74","81","50","38","42","","73","80","49","36","39","","73","80","47","34","37","","72","80","46","32","35","","71","79","45","30","32","","71","79","43","28","30","","70","79","42","26","28","","69","79","41","24","26","","69","78","39","22","23","","68","78","38","20","21","","67","78","37","18","19","","66","77","35","16","17","","66","77","34","14","15","","65","77","33","12","13","","64","76","31","11","11",""
"Philippines","85","84","86","63","56","69","84","83","84","62","56","67","82","83","82","61","55","66","81","82","81","60","54","64","80","82","79","59","54","63","79","81","77","58","53","62","78","80","75","57","53","60","77","80","74","56","52","59","76","79","72","55","52","58","74","79","71","54","51","56","73","78","69","53","50","55","72","78","67","52","50","54","71","77","66","51","49","52","70","77","64","50","49","51","69","76","63","49","49","50","68","76","61","48","48","48","67","75","60","48","48","47","66","75","59","47","48","47","66","75","58","47","48","46","66","75","58","47","48","45","65","75","57","46","48","45","65","74","56","46","48","44","64","74","56","45","48","44"
"Poland","99","99","99","98","","","99","99","99","98","","","99","99","99","98","","","99","99","99","98","","","99","99","99","98","","","99","99","99","97","","","98","98","99","97","","","98","98","97","96","","","97","98","96","96","","","96","97","95","95","","","96","97","93","94","","","95","97","92","93","","","94","97","91","93","","","94","96","89","92","","","93","96","88","91","","","92","96","87","91","","","92","96","85","90","","","91","95","84","89","","","90","95","83","89","","","90","95","81","88","","","89","95","80","87","","","88","94","79","87","","","88","94","77","86","",""
"Portugal","100","100","100","93","96","86","100","100","100","92","96","85","100","100","100","92","95","84","100","100","100","91","95","84","100","100","100","91","95","83","100","99","100","88","92","80","99","99","99","85","90","78","99","99","99","83","87","75","99","99","99","80","84","72","99","99","99","77","82","70","99","99","99","75","79","68","99","99","98","72","76","65","99","99","98","70","74","63","99","99","98","67","71","61","99","99","98","65","68","59","98","99","98","62","66","58","98","99","98","60","63","56","98","99","97","58","61","54","98","99","97","56","58","53","98","99","97","54","56","52","98","99","97","54","56","51","98","99","97","54","56","51","98","99","96","54","56","51"
"Qatar","100","","","100","","","100","","","99","","","100","","","98","","","100","","","97","","","100","","","96","","","100","","","96","","","100","","","95","","","100","","","94","","","100","","","93","","","100","","","92","","","100","","","91","","","100","","","90","","","100","","","89","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","","","100","","","88","",""
"Republic of Korea","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","99","","","100","","","98","","","100","","","97","","","100","","","97","","","100","","","96","","","100","","","95","","","100","","","95","","","100","","","94","","","100","","","94","","","100","","","93","","","100","","","92","","","100","","","92","","","100","","","91","","","100","","","90","","","100","","","90","","","100","","","89","","","100","","","88","","","100","","","88","","","100","","","87","",""
"Republic of Moldova","85","90","81","","85","","84","90","80","","84","","84","90","79","","83","","83","90","78","","83","","82","90","77","","82","","82","90","76","","81","","81","89","75","","80","","80","89","74","","80","","80","89","73","","79","","79","89","71","","78","","78","89","70","","78","","78","89","69","","77","","77","88","68","","76","","76","88","67","","76","","76","88","66","","75","","75","88","65","","74","","74","88","64","","74","","74","88","63","","73","","73","88","62","","72","","73","87","61","","72","","72","87","61","","71","","72","87","60","","70","","72","87","59","","70",""
"North Macedonia","99","100","98","12","8","18","99","100","98","12","8","18","98","100","97","12","8","18","98","99","96","12","8","18","97","99","95","12","8","18","97","99","94","12","8","18","96","98","93","12","9","18","95","98","92","12","9","18","95","98","91","13","9","17","94","97","90","13","9","17","93","97","89","13","9","17","93","96","88","13","9","17","92","96","87","13","9","17","92","96","86","13","10","17","91","95","85","13","10","17","90","95","84","13","10","17","90","94","84","13","10","17","89","94","83","13","10","17","89","94","82","13","10","17","89","94","82","13","10","17","89","94","82","13","10","17","89","94","82","13","10","17","89","94","82","13","10","17"
"Romania","88","97","77","88","","","88","97","77","87","","","87","97","76","85","","","87","97","75","82","","","86","96","73","80","","","85","96","72","77","","","84","96","70","74","","","83","96","69","71","","","82","95","67","69","","","82","95","66","66","","","81","95","64","64","","","80","94","63","62","","","79","94","62","59","","","78","94","60","57","","","77","93","59","55","","","76","93","57","53","","","75","93","56","51","","","75","92","54","49","","","75","92","54","48","","","74","92","54","47","","","74","92","54","47","","","74","92","54","47","","","","","","","",""
"Russian Federation","89","95","71","61","64","","89","95","71","61","64","","89","95","70","61","64","","89","95","70","61","64","","88","95","69","60","64","","88","95","69","60","64","","88","95","68","60","64","","88","95","68","60","63","","88","95","67","59","63","","87","95","67","59","63","","87","95","66","59","63","","87","94","66","58","63","","87","94","65","58","62","","86","94","65","58","62","","86","94","64","58","62","","86","94","64","57","62","","86","94","63","57","62","","86","94","63","57","61","","85","94","62","56","61","","85","94","61","56","61","","85","94","61","56","61","","85","94","60","56","61","","85","94","60","55","60",""
"Rwanda","74","54","78","","","58","74","54","78","","","58","73","54","76","","","57","71","54","75","","","55","70","55","73","","","54","69","55","71","","","53","67","56","69","","","51","66","56","68","","","50","64","57","66","","","49","63","57","64","","","48","62","57","63","","","46","60","58","61","","","45","59","58","59","","","44","58","59","57","","","42","56","59","56","","","41","55","59","54","","","40","54","60","52","","","39","52","60","50","","","37","51","61","49","","","36","49","61","47","","","35","48","61","45","","","34","46","62","44","","","32","45","62","42","","","31"
"Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","94","","","","","","94","","","","","","93","","","","","","92","","","","","","92","","","","","","91","","","","","","90","","","","","","90","","","","","","89","","","","","","88","","","","","","88","","","","","","87","","","","","","86","","","","",""
"Saint Lucia","83","79","84","","","","83","79","84","","","","83","79","84","","","","83","79","84","","","","83","79","84","","","","83","79","84","","","","83","78","84","","","","83","77","84","","","","83","77","84","","","","83","77","84","","","","83","78","84","","","","83","79","85","","","","84","80","85","","","","84","80","85","","","","84","81","85","","","","84","81","85","","","","84","82","85","","","","85","83","85","","","","85","83","85","","","","85","84","86","","","","85","84","86","","","","85","84","86","","","","85","84","86","","",""
"Saint Vincent and the Grenadines","","","","","","","","","","","","","","","","","","","","","","","","","90","93","86","","","","90","93","86","","","","90","93","86","","","","90","93","86","","","","90","93","86","","","","88","92","84","","","","86","90","82","","","","85","89","80","","","","83","88","78","","","","81","86","76","","","","80","85","74","","","","78","84","73","","","","76","83","71","","","","75","81","69","","","","73","80","67","","","","71","79","65","","","","70","77","63","","","","68","76","62","","","","67","75","60","","",""
"Samoa","98","98","98","43","37","44","98","97","98","43","37","45","97","97","97","44","37","45","97","97","97","45","38","46","96","97","96","45","38","47","96","96","96","46","39","47","96","96","96","46","39","48","95","96","95","47","40","48","95","96","95","47","41","49","95","95","95","48","41","50","94","95","94","49","42","50","94","95","94","49","43","51","94","94","93","49","43","51","93","94","93","49","43","51","93","94","93","49","43","50","93","94","92","49","43","50","92","93","92","48","42","50","92","93","92","48","42","50","92","93","91","48","42","50","92","93","91","48","42","50","92","93","91","48","42","50","92","93","91","48","42","50","92","93","91","48","42","50"
"San Marino","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","","","100","","","90","",""
"Sao Tome and Principe","48","51","39","34","35","31","48","51","39","34","35","31","46","49","38","33","34","30","45","48","36","32","33","29","44","47","35","31","32","28","42","46","33","30","31","27","41","45","32","29","31","25","40","44","31","28","30","24","38","43","29","27","29","23","37","41","28","26","28","22","36","40","27","25","27","21","34","39","25","24","26","20","33","38","24","23","25","19","32","37","23","22","25","18","31","36","22","21","24","17","29","35","20","20","23","16","28","34","19","19","22","15","27","32","18","18","21","14","25","31","17","17","20","13","24","30","16","16","19","12","23","29","15","15","19","11","22","28","14","14","18","10","21","27","13","13","17","9"
"Saudi Arabia","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","80","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82","","95","96","92","79","82",""
